loadcase,node_id,label,mass,x,y,z,fx,fy,fz
LC506271,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.010386696974221468,-0.0,8.66489960969446
LC506271,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.01398931065096667,-0.0,11.67030988776308
LC506271,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.00056714336,-0.0,0.47312829968000003
LC506271,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.002500205411528062,-0.0,2.0857476585937755
LC506271,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.007365090831376068,-0.0,6.1441835482967075
LC506271,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.00163053716,-0.0,1.36024386158
LC506271,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.026291223341160623,-0.0,21.932940898594765
LC506271,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.07691881819999999,-0.0,64.1680256441
LC506271,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,-0.10633938,-0.0,88.71155619000001
LC506271,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.01981845083302921,-0.0,16.53315652840014
LC507173,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,0.00090437009,0.06617040937,-0.13
LC507173,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,0.19142248359668781,14.005885690243186,-27.5163046
LC507173,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,0.00020870079,0.015270094469999999,-0.03
LC507173,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,0.025018840717421796,1.8305635608035475,-3.596369815
LC507173,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,0.020384845802285383,1.4915061948605022,-2.930249445
LC507173,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,0.027455305686493178,2.008833371140948,-3.946603032
LC507173,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,0.00111307088,0.08144050384,-0.16
LC507173,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,0.004906882516600921,0.35902384261069353,-0.705346997
LC507173,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,0.014454666511408495,1.0576103864367405,-2.077807158
LC507173,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,0.00320007878,0.23414144854,-0.46
LC507173,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,0.05159893805443159,3.775360211347779,-7.417164744
LC507173,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,0.1509602381,11.045368333299999,-21.7
LC507173,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,0.20870079,15.27009447,-30.0
LC507173,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,0.03889552812353574,2.8458847180546494,-5.591094522
LC507174,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,0.0008152398800000001,-0.08677074497,-0.13
LC507174,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,0.17255683738574962,-18.366232684334136,-27.5163046
LC507174,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,0.00018813228,-0.02002401807,-0.03
LC507174,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,0.02255310843397094,-2.400459138732085,-3.596369815
LC507174,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,0.01837581696855282,-1.9558455945429156,-2.930249445
LC507174,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,0.024749447555502433,-2.6342283475961596,-3.946603032
LC507174,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,0.00100337216,-0.10679476304,-0.16
LC507174,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,0.004423284624558772,-0.47079603378494117,-0.705346997
LC507174,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,0.01303008660116201,-1.3868682692589116,-2.077807158
LC507174,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,0.00288469496,-0.30703494374,-0.46
LC507174,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,0.046513603814144544,-4.950714695400764,-7.417164744
LC507174,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,0.1360823492,-14.4840397373,-21.7
LC507174,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,0.18813228,-20.02401807,-30.0
LC507174,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,0.03506217867064567,-3.7318725913202,-5.591094522
LC507529,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.00039730769,0.059983073020000006,-0.13
LC507529,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0840956878304798,12.69625006201817,-27.5163046
LC507529,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-9.168638999999999e-05,0.01384224762,-0.03
LC507529,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.010991272181410595,1.659394717077453,-3.596369815
LC507529,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.008955466447051785,1.352041280201919,-2.930249445
LC507529,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.012061659492237815,1.8209952142262262,-3.946603032
LC507529,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.00048899408,0.07382532064000001,-0.16
LC507529,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.002155690661742361,0.32545292634991324,-0.705346997
LC507529,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0063502212477726545,0.9587173729214823,-2.077807158
LC507529,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.00140585798,0.21224779684000003,-0.46
LC507529,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.02266843531375447,3.422341034159397,-7.417164744
LC507529,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0663198221,10.0125591118,-21.7
LC507529,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,-0.09168638999999999,13.84224762,-30.0
LC507529,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.017087575762365186,2.5797771613449845,-5.591094522
LC10110002,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.0,-0.0,0.57633333329
LC10110002,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0,-0.0,121.98895038416124
LC10110002,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.0,-0.0,0.13299999999
LC10110002,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.0,-0.0,15.943906178634544
LC10110002,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.0,-0.0,12.99077253852325
LC10110002,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.0,-0.0,17.496606773884466
LC10110002,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.0,-0.0,0.70933333328
LC10110002,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.0,-0.0,3.1270383531315513
LC10110002,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0,-0.0,9.211611733107398
LC10110002,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.0,-0.0,2.03933333318
LC10110002,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.0,-0.0,32.882763695927615
LC10110002,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0,-0.0,96.20333332610001
LC10110002,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.0,-0.0,24.787185712336303
LC10110008,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.0,-0.0,0.57633333329
LC10110008,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0,-0.0,121.98895038416124
LC10110008,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.0,-0.0,0.13299999999
LC10110008,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.0,-0.0,15.943906178634544
LC10110008,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.0,-0.0,12.99077253852325
LC10110008,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.0,-0.0,17.496606773884466
LC10110008,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.0,-0.0,0.70933333328
LC10110008,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.0,-0.0,3.1270383531315513
LC10110008,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0,-0.0,9.211611733107398
LC10110008,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.0,-0.0,2.03933333318
LC10110008,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.0,-0.0,32.882763695927615
LC10110008,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0,-0.0,96.20333332610001
LC10110008,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.0,-0.0,24.787185712336303
LC10110013,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.39,-0.0,-0.0
LC10110013,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-82.54891380000001,-0.0,-0.0
LC10110013,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.09,-0.0,-0.0
LC10110013,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-10.789109445000001,-0.0,-0.0
LC10110013,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-8.790748335,-0.0,-0.0
LC10110013,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-11.839809096,-0.0,-0.0
LC10110013,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.48,-0.0,-0.0
LC10110013,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-2.116040991,-0.0,-0.0
LC10110013,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-6.233421474,-0.0,-0.0
LC10110013,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-1.3800000000000001,-0.0,-0.0
LC10110013,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-22.251494232,-0.0,-0.0
LC10110013,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-65.1,-0.0,-0.0
LC10110013,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-16.773283566,-0.0,-0.0
LC10120002,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.0,-0.0,0.57633333329
LC10120002,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0,-0.0,121.98895038416124
LC10120002,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.0,-0.0,0.13299999999
LC10120002,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.0,-0.0,15.943906178634544
LC10120002,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.0,-0.0,12.99077253852325
LC10120002,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.0,-0.0,17.496606773884466
LC10120002,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.0,-0.0,0.70933333328
LC10120002,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.0,-0.0,3.1270383531315513
LC10120002,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0,-0.0,9.211611733107398
LC10120002,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.0,-0.0,2.03933333318
LC10120002,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.0,-0.0,32.882763695927615
LC10120002,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0,-0.0,96.20333332610001
LC10120002,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,-0.0,-0.0,132.99999999
LC10120002,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.0,-0.0,24.787185712336303
LC10120008,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.0,-0.0,0.57633333329
LC10120008,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0,-0.0,121.98895038416124
LC10120008,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.0,-0.0,0.13299999999
LC10120008,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.0,-0.0,15.943906178634544
LC10120008,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.0,-0.0,12.99077253852325
LC10120008,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.0,-0.0,17.496606773884466
LC10120008,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.0,-0.0,0.70933333328
LC10120008,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.0,-0.0,3.1270383531315513
LC10120008,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0,-0.0,9.211611733107398
LC10120008,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.0,-0.0,2.03933333318
LC10120008,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.0,-0.0,32.882763695927615
LC10120008,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0,-0.0,96.20333332610001
LC10120008,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,-0.0,-0.0,132.99999999
LC10120008,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.0,-0.0,24.787185712336303
LC10130002,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.0,-0.0,0.57633333329
LC10130002,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0,-0.0,121.98895038416124
LC10130002,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.0,-0.0,0.13299999999
LC10130002,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.0,-0.0,15.943906178634544
LC10130002,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.0,-0.0,12.99077253852325
LC10130002,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.0,-0.0,17.496606773884466
LC10130002,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.0,-0.0,0.70933333328
LC10130002,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.0,-0.0,3.1270383531315513
LC10130002,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0,-0.0,9.211611733107398
LC10130002,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.0,-0.0,2.03933333318
LC10130002,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.0,-0.0,32.882763695927615
LC10130002,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0,-0.0,96.20333332610001
LC10130002,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,-0.0,-0.0,132.99999999
LC10130002,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.0,-0.0,24.787185712336303
LC10130008,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.0,-0.0,0.57633333329
LC10130008,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0,-0.0,121.98895038416124
LC10130008,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.0,-0.0,0.13299999999
LC10130008,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.0,-0.0,15.943906178634544
LC10130008,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.0,-0.0,12.99077253852325
LC10130008,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.0,-0.0,17.496606773884466
LC10130008,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.0,-0.0,0.70933333328
LC10130008,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.0,-0.0,3.1270383531315513
LC10130008,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0,-0.0,9.211611733107398
LC10130008,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.0,-0.0,2.03933333318
LC10130008,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.0,-0.0,32.882763695927615
LC10130008,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0,-0.0,96.20333332610001
LC10130008,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,-0.0,-0.0,132.99999999
LC10130008,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.0,-0.0,24.787185712336303
LC10140002,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.0,-0.0,0.57633333329
LC10140002,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0,-0.0,121.98895038416124
LC10140002,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.0,-0.0,0.13299999999
LC10140002,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.0,-0.0,15.943906178634544
LC10140002,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.0,-0.0,12.99077253852325
LC10140002,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.0,-0.0,17.496606773884466
LC10140002,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.0,-0.0,0.70933333328
LC10140002,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.0,-0.0,3.1270383531315513
LC10140002,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0,-0.0,9.211611733107398
LC10140002,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.0,-0.0,2.03933333318
LC10140002,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.0,-0.0,32.882763695927615
LC10140002,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0,-0.0,96.20333332610001
LC10140002,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.0,-0.0,24.787185712336303
LC10140008,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.0,-0.0,0.57633333329
LC10140008,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-0.0,-0.0,121.98895038416124
LC10140008,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.0,-0.0,0.13299999999
LC10140008,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-0.0,-0.0,15.943906178634544
LC10140008,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-0.0,-0.0,12.99077253852325
LC10140008,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-0.0,-0.0,17.496606773884466
LC10140008,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.0,-0.0,0.70933333328
LC10140008,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-0.0,-0.0,3.1270383531315513
LC10140008,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-0.0,-0.0,9.211611733107398
LC10140008,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.0,-0.0,2.03933333318
LC10140008,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-0.0,-0.0,32.882763695927615
LC10140008,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-0.0,-0.0,96.20333332610001
LC10140008,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-0.0,-0.0,24.787185712336303
LC11012026,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,-0.195,0.20800000000000002,1.17
LC11012026,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,-41.274456900000004,44.026087360000005,247.64674140000002
LC11012026,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,-0.045,0.048,0.27
LC11012026,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,-5.394554722500001,5.754191704,32.367328335
LC11012026,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,-4.3953741675,4.688399112,26.372245005
LC11012026,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,-5.919904548,6.3145648512,35.519427288
LC11012026,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,-0.24,0.256,1.44
LC11012026,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,-1.0580204955,1.1285551952000001,6.348122973000001
LC11012026,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,-3.116710737,3.3244914528000002,18.700264422
LC11012026,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,-0.6900000000000001,0.7360000000000001,4.140000000000001
LC11012026,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,-11.125747116,11.8674635904,66.754482696
LC11012026,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,-32.55,34.72,195.29999999999998
LC11012026,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,-45.0,48.0,270.0
LC11012026,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,-8.386641783,8.9457512352,50.319850697999996
LC11012177,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,0.195,-0.221,1.17
LC11012177,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,41.274456900000004,-46.77771782,247.64674140000002
LC11012177,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,0.045,-0.051,0.27
LC11012177,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,5.394554722500001,-6.1138286855,32.367328335
LC11012177,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,4.3953741675,-4.9814240565,26.372245005
LC11012177,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,5.919904548,-6.7092251544,35.519427288
LC11012177,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,0.24,-0.272,1.44
LC11012177,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,1.0580204955,-1.1990898949,6.348122973000001
LC11012177,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,3.116710737,-3.5322721686,18.700264422
LC11012177,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,0.6900000000000001,-0.782,4.140000000000001
LC11012177,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,11.125747116,-12.6091800648,66.754482696
LC11012177,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,32.55,-36.89,195.29999999999998
LC11012177,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,45.0,-51.0,270.0
LC11012177,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,8.386641783,-9.504860687399999,50.319850697999996
LC11013972,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,0.195,-0.221,1.17
LC11013972,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,41.274456900000004,-46.77771782,247.64674140000002
LC11013972,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,0.045,-0.051,0.27
LC11013972,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,5.394554722500001,-6.1138286855,32.367328335
LC11013972,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,4.3953741675,-4.9814240565,26.372245005
LC11013972,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,5.919904548,-6.7092251544,35.519427288
LC11013972,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,0.24,-0.272,1.44
LC11013972,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,1.0580204955,-1.1990898949,6.348122973000001
LC11013972,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,3.116710737,-3.5322721686,18.700264422
LC11013972,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,0.6900000000000001,-0.782,4.140000000000001
LC11013972,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,11.125747116,-12.6091800648,66.754482696
LC11013972,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,32.55,-36.89,195.29999999999998
LC11013972,90000013,Fuel,30.0,152.9348,-0.0016,99.8344,45.0,-51.0,270.0
LC11013972,90000014,"AFT hardware (actuators, etc.)",5.591094522,187.2061025,0.026525865,100.375461,8.386641783,-9.504860687399999,50.319850697999996
LC11014019,90000001,Nose boom,0.13,100.3807505,8.62365e-05,99.75967368,0.195,0.221,1.17
LC11014019,90000002,FWD avionics,27.5163046,117.1525436,0.038859881,99.68577371,41.274456900000004,46.77771782,247.64674140000002
LC11014019,90000003,FWD BTM antenna,0.03,125.0804,2.2734,95.0277,0.045,0.051,0.27
LC11014019,90000004,FWD bulkhead avionics,3.596369815,126.7948283,-0.354759157,99.01272995,5.394554722500001,6.1138286855,32.367328335
LC11014019,90000005,FTS BAY,2.930249445,133.9296552,-0.446408578,100.1072777,4.3953741675,4.9814240565,26.372245005
LC11014019,90000006,Bottom Electronics and Antenna,3.946603032,135.677227,0.108746362,96.40403311,5.919904548,6.7092251544,35.519427288
LC11014019,90000007,HF Antenna,0.16,152.6426,0.5084,95.72,0.24,0.272,1.44
LC11014019,90000008,AFT midbody fittings,0.705346997,163.1651033,3.681086446,97.71591909,1.0580204955,1.1990898949,6.348122973000001
LC11014019,90000009,FWD midbody antennas and components (top skin),2.077807158,136.0348076,-0.029214728,103.8796743,3.116710737,3.5322721686,18.700264422
LC11014019,90000010,AFT midbody components (top skin),0.46,155.0525861,-1.219635626,104.0709847,0.6900000000000001,0.782,4.140000000000001
LC11014019,90000011,AFT avionics,7.417164744,170.2919744,1.042492177,100.9856475,11.125747116,12.6091800648,66.754482696
LC11014019,90000012,Engine,21.7,180.167568,0.050604837,100.3439833,32.55,36.89,195.29999999999998
